Survey Request ID,Survey Request Created At,Survey Request Dispatch At,Person ID,Person Created At,Latest Event,Latest Event Timestamp,Survey Response ID,Survey Response Score,Survey Response Comment,Survey Response Created At,API,Channel,application_id,assignee_name,conversation_id,customer_id,internal_case_tags,product_type
3848930829,2023-03-01 13:15:05,2023-03-01 13:15:05,898964917,2023-03-14 17:35:49,responded,2023-03-01 15:41:17,291359774.0,9.0,Easy to work with. Great customer service. Excellent selection of providers. Competitive pricing.,2023-03-15 13:49:05,Yes,Email,5675265,Jamie McFadyen,39ff5899-c360-4bc3-af49-402b53,55735845,"[""PST"", ""Umbrella Only"", ""Action: Await Placement"", ""Manual Calls"", ""DR Policy Released in eDelivery"", ""AU"", ""Action: AU"", ""No Med Feed"", ""DR Approved & Released"", ""offer_POC_qc"", ""Success: Q'd Pilot"", ""NewReq"", ""Term Upsell Test"", ""NoSEcall"", ""PAL+"", ""Action: PAL+""]",life
3849101302,2023-03-02 20:12:10,2023-03-03 22:00:22,1255399370,2023-03-02 20:12:10,responded,2023-03-03 18:58:01,292215727.0,9.0,It was quick and a great life insurance experience.,2023-03-03 18:58:01,Yes,Email,5209789,Logan Toomey,111b99be-4552-4b00-af18-119a3c,57872967,"[""EST"", ""Umbrella Only"", ""tempcovg"", ""Action: Partial DRs"", ""Manual Calls"", ""DR AOTA"", ""DR Policy Released in eDelivery"", ""New Offer - Feed Update"", ""auto_generate"", ""NewReq"", ""SE+14"", ""CS: AOTA Primer"", ""Price Ranges"", ""81373"", ""CE 1"", ""Segment 10"", ""MTR"", ""251604"", ""Action: Temporary Coverage"", ""Continue Online Complete"", ""Continue Online Started"", ""CO:Complex profile""]",life
3871545048,2023-03-07 16:32:28,2023-03-06 19:57:39,1183883764,2023-03-07 16:32:27,responded,2023-03-09 21:21:57,294064557.0,5.0,awesome team....bunch of high-quality professionals...keep this going.. you are a model for customer support....,2023-03-07 18:13:21,Yes,Email,5607956,Gregory Lyons,7d018920-eb43-40db-9f0b-d11725,55898130,"[""PST"", ""Umbrella Only"", ""Action: Urgent!"", ""Manual Calls"", ""Action: Client Response Received"", ""AU"", ""Action: AU"", ""No Med Feed"", ""Action: Horizon"", ""Horizon"", ""SE_timer"", ""Price Ranges"", ""Segment 9"", ""Banner AU Offer Accepted"", ""Banner AU Interview Complete"", ""Action: Banner AU Offer Accepted"", ""251604"", ""Continue Online Complete"", ""Continue Online Started"", ""Added to dialer"", ""Carrierfeed_offer"", ""carrierfeed_policyIF"", ""Action: Confirm Policy IF"", ""CO:Complex profile""]",life
3869880807,2023-03-02 12:53:21,2023-03-02 13:11:30,1329655039,2023-03-01 19:40:33,responded,2023-03-01 21:14:42,294549843.0,9.0,The process is complicated,2023-03-02 16:42:59,Yes,Email,5124675,Josh Dunn,f0879394-65f9-448b-99d0-434ebb,61755342,"[""PST"", ""Umbrella Only"", ""Action: Release Policy"", ""Manual Calls"", ""AU"", ""Action: AU"", ""No Med Feed"", ""Action: New BHAU"", ""Action: AU BH Accepted"", ""AUBH"", ""Price Ranges"", ""Segment 6"", ""251604"", ""Continue Online Complete"", ""Continue Online Started"", ""CO:Complex profile""]",life
3862036197,2023-03-02 18:57:59,2023-03-06 18:27:10,1222563014,2023-03-02 20:12:10,responded,2023-03-06 15:04:40,293687555.0,9.0,Thorough and simple. Quick and easy!,2023-03-06 19:08:39,Yes,Email,4513299,Josh Dunn,edc225a7-a458-4d11-9802-c2c0bf,45830513,"[""MST"", ""Umbrella Only"", ""Final Expense"", ""Action: New FE App"", ""Manual Calls"", ""No Med Feed"", ""Action: MOO GIWL"", ""Segment 11"", ""Complex Health User"", ""Coverage Help Requested"", ""Added to dialer""]",life
3873595602,2023-03-20 15:39:21,2023-03-01 13:09:45,1137411618,2023-03-20 18:55:03,responded,2023-03-01 13:29:13,295438445.0,7.0,Easy digital transaction for an uncomfortable topic.,2023-03-01 13:29:06,Yes,Email,5470168,Maxine Wydrzynski,a2036aae-aa40-4f68-82f4-554dd1,45787209,"[""EST"", ""Umbrella Only"", ""Action: First Touch"", ""Action: New App"", ""Manual Calls"", ""Action: New Offer"", ""AU"", ""Action: AU"", ""No Med Feed"", ""Action: Horizon"", ""Horizon"", ""SE_timer"", ""Price Ranges"", ""Segment 3"", ""Banner AU Interview Incomplete"", ""NoSEcall"", ""Continue Online Started"", ""Added to dialer"", ""Carrierfeed_offer"", ""carrierfeed_policyIF"", ""Action: Confirm Policy IF""]",life
3853598843,2023-03-02 12:53:21,2023-03-02 12:54:43,1177293302,2023-03-02 12:53:21,responded,2023-03-02 16:42:59,292660229.0,9.0,Extremely easy and great support from the service team,2023-03-02 13:51:01,Yes,Email,5159521,Michelle Arc,c46f6df9-d427-4025-9650-12e723,50480159,"[""EST"", ""Umbrella Only"", ""Manual Calls"", ""DR Policy Released in eDelivery"", ""AU"", ""Action: AU"", ""No Med Feed"", ""Action: Delivery First Call"", ""Action: AU BH Accepted"", ""AUBH"", ""Start_75216"", ""SE_timer"", ""Price Ranges"", ""Segment 9"", ""Continue Online Complete"", ""Continue Online Started"", ""CO:Complex profile"", ""FE-Eligible""]",life
3857463699,2023-03-02 12:54:43,2023-03-01 19:34:38,1178302155,2023-03-01 19:34:38,responded,2023-03-01 19:41:15,292378492.0,9.0,"Easy to work with
Timely follw ups and updates",2023-03-02 16:42:59,Yes,Email,6224137,Kathy Nguyen,135cb20d-2c75-4445-8ade-a9239a,42498741,"[""PST"", ""Umbrella Only"", ""DR Count DRs Processed"", ""Action: Await Placement"", ""Manual Calls"", ""DR Policy Released in DS"", ""Action: VIP"", ""Success: Q'd Pilot"", ""No Exam Availability"", ""NewReq"", ""144074"", ""SE+14"", ""Price Ranges"", ""UWIR"", ""ReqHO"", ""Term Upsell Test"", ""CE 2"", ""Segment 11"", ""Action: DS Policy""]",life
3858102854,2023-03-14 18:50:02,2023-03-14 18:50:02,1094513221,2023-03-14 18:50:02,responded,2023-03-15 23:09:18,292698626.0,9.0,Very good customer service and very professional.,2023-03-16 17:00:58,Yes,Email,4101665,Rachel Werz,95b62add-f908-4a9b-8650-e1d7f0,32555889,"[""CST"", ""Umbrella Only"", ""spousal"", ""Non-Med"", ""DR Count DRs Processed"", ""Action: Await Placement"", ""Manual Calls"", ""DR Policy Released in DS"", ""FU: Need More Time"", ""Action: Non-Med"", ""AU"", ""No Med Feed"", ""DR Approved & Released"", ""Success: Q'd Pilot"", ""FU: Need More Time 6"", ""10.23SN"", ""No Prices Online"", ""NewReq"", ""Trans Nonmed"", ""Trans Pt2 Pilot"", ""Trans Pt2 Complete"", ""Term Upsell Test"", ""Action: DS Policy"", ""APS Received"", ""NoSEcall"", ""Final Review""]",life
3851652498,2023-03-24 14:42:36,2023-03-22 18:44:39,1272845379,2023-03-22 18:44:39,responded,2023-03-24 16:19:18,292544332.0,10.0,awesome team....bunch of high-quality professionals...keep this going.. you are a model for customer support....,2023-03-24 16:19:00,Yes,Email,5683113,Kevin Monroy,1b4d82e5-e274-4482-875b-7e9e67,59072963,"[""PST"", ""Umbrella Only"", ""Manual Calls"", ""AU"", ""Action: AU"", ""No Med Feed"", ""Action: Horizon"", ""Horizon"", ""11.2_75216"", ""150211"", ""SE_timer"", ""Price Ranges"", ""Segment 6"", ""Banner AU Offer Accepted"", ""Banner AU Interview Complete"", ""Action: Banner AU Offer Accepted"", ""Continue Online Started"", ""Added to dialer"", ""Carrierfeed_offer"", ""carrierfeed_policyIF"", ""Action: Confirm Policy IF"", ""FE-Eligible""]",life
3857383180,2023-03-23 13:14:28,2023-03-24 14:42:36,1013707395,2023-03-24 12:39:09,responded,2023-03-24 13:16:40,292510852.0,6.0,Professional and on top of it!,2023-03-23 18:27:31,Yes,Email,5296188,Annie Middelberg,e079f4b0-86fb-497a-a431-6fb685,45936979,"[""EST"", ""Umbrella Only"", ""spousal"", ""Action: Await Placement"", ""Manual Calls"", ""DR AOTA"", ""DR Policy Released in eDelivery"", ""AU"", ""Success: Q'd Pilot"", ""FU: Need More Time 2"", ""NewReq"", ""Start_75216"", ""144074"", ""150211"", ""SE+14"", ""CS: AOTA Primer"", ""EHR"", ""Price Ranges"", ""FT"", ""Segment 11"", ""251604"", ""NoSEcall""]",life
3854049887,2023-03-16 12:08:00,2023-03-22 18:28:01,1141640984,2023-03-22 18:51:10,responded,2023-03-15 20:12:03,292483751.0,8.0,Much easier to navigate than other companies.,2023-03-21 22:46:37,Yes,Email,6363893,Jamie McFadyen,badbcf66-7774-4f81-99b9-aa68da,51455824,"[""EST"", ""Umbrella Only"", ""spousal"", ""Action: Await Placement"", ""Manual Calls"", ""DR Policy Released in eDelivery"", ""AU"", ""Action: AU"", ""No Med Feed"", ""DR Approved & Released"", ""offer_POC_qc"", ""NewReq"", ""Term Upsell Test"", ""CE 2"", ""Segment 6"", ""Complex Health User"", ""NoSEcall"", ""PAL+"", ""Action: PAL+"", ""Added to dialer""]",life
3864106789,2023-03-13 15:39:43,2023-03-13 18:21:32,1166230668,2023-03-13 18:21:32,responded,2023-03-13 22:03:19,293939565.0,9.0,"The team I've worked with has been incredibly knowledgeable, always available and it felt like I was talking to real people (rather than an office robot).",2023-03-13 22:01:43,Yes,Email,6276027,Kathy Nguyen,c5391a50-672d-4412-9ac8-0b2915,46746628,"[""CST"", ""Umbrella Only"", ""Action: Await Placement"", ""Manual Calls"", ""DR AOTA"", ""DR Policy Released in eDelivery"", ""AU"", ""Action: AU"", ""No Med Feed"", ""offer_POC_qc"", ""NewReq"", ""CS: AOTA Primer"", ""Price Ranges"", ""81373"", ""Segment 9"", ""Segment 6"", ""251604"", ""APS Received"", ""NoSEcall"", ""Final Review"", ""PAL+"", ""Action: PAL+"", ""Continue Online Complete"", ""Continue Online Started""]",life
3858808452,2023-03-20 19:27:14,2023-03-01 13:09:45,1277876210,2023-03-01 13:09:45,responded,2023-03-20 19:54:11,293268132.0,9.0,I chose this by gaining g information through a popular financial expert on YouTube.  The staff was very helpful in getting me signed up and I saw great reviews for this company.,2023-03-20 15:50:26,Yes,Email,5991563,Keenan Nessl,95d4d93a-98b0-4a57-a550-7d6d89,55969497,"[""EST"", ""Umbrella Only"", ""spousal"", ""Action: Release Policy"", ""tempcovg"", ""Manual Calls"", ""DR Policy Released in eDelivery"", ""AU"", ""No Med Feed"", ""AU: BH RUW"", ""AUBH"", ""DR BH AU Payment via DocuSign"", ""Start_75216"", ""Price Ranges"", ""Segment 6"", ""Action: Temporary Coverage"", ""Continue Online Started"", ""Added to dialer""]",life
3855082821,2023-03-10 20:20:16,2023-03-10 20:18:24,1146444963,2023-03-10 20:20:16,responded,2023-03-14 12:01:52,292590946.0,5.0,"Transamerica wanted labs repeated for no good reason.  Took weeks to sort out and PG wasn’t very proactive.  PG rep had told me to “just sign original quote”‘to get process going.  It was for the highest amount, which I didn’t want.  Took several emails to PG to rectify.",2023-03-13 13:00:10,Yes,Email,4714805,Customer_Engagement_,aa3e1539-0ec2-4072-8357-3d2f68,55154645,"[""EST"", ""Umbrella Only"", ""tempcovg"", ""DR Count DRs Processed"", ""Action: Await Placement"", ""Manual Calls"", ""DR Policy Released in eDelivery"", ""AU"", ""Action: AU"", ""No Med Feed"", ""150211"", ""152959"", ""Price Ranges"", ""Term Upsell Test"", ""Segment 5"", ""Action: Temporary Coverage"", ""Continue Online Complete"", ""Continue Online Started"", ""CO:Complex profile""]",life
